restaurant_name,restaurant_logo,restaurant_latitude,restaurant_longitude,cuisine_tags
Pizzaro,https://images.deliveryhero.io/image/talabat/restaurants/pizzaro_logo_2_(500x_637901901529791866.jpg?width=180,25.083309,55.146559,"Italian, Pizza, Pasta"
