restaurant_name,restaurant_logo,restaurant_latitude,restaurant_longitude,cuisine_tags
Pizza Di Rocco,https://images.deliveryhero.io/image/talabat/restaurants/PDR_WineRed_Logo_637661895331887248.jpg?width=180,25.0650915,55.1387907,"Pizza, Pasta, Italian"
