restaurant_name,restaurant_logo,restaurant_latitude,restaurant_longitude,cuisine_tags
The Pasta Guyz,https://images.deliveryhero.io/image/talabat/restaurants/ThePastaGuyz-Logo_637563263478806436.jpg?width=180,25.0737758910733,55.1322831934299,"Italian, Pasta"
