restaurant_name,restaurant_logo,restaurant_latitude,restaurant_longitude,cuisine_tags
Gino's Deli,https://images.deliveryhero.io/image/talabat/restaurants/logo_-_2021-11-23T17_637732788146540497.jpg?width=180,25.0648583638963,55.1383772692595,"Sandwiches, Pasta, Italian"
