restaurant_name,restaurant_logo,restaurant_latitude,restaurant_longitude,cuisine_tags
Pasta Della Nonna,https://images.deliveryhero.io/image/talabat/restaurants/Logos_PastaDellaNonna_Sec637794192311679134.jpg?width=180,25.0651332,55.13827815,"Italian, Pasta, Salad"
